Post_URL,Full_Content
https://www.terrabkk.com/freepost/show/277826/%E0%B8%82%E0%B8%B2%E0%B8%A2-%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94-belle-grand-rama-9-%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%A3%E0%B8%B5%E0%B9%82%E0%B8%99%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%83%E0%B8%AB%E0%B8%A1%E0%B9%88-%E0%B8%9E%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%A1%E0%B8%AD%E0%B8%A2%E0%B8%B9%E0%B9%88-%E2%80%93-%E0%B8%A7%E0%B8%B4%E0%B8%A7%E0%B9%80%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%87-%E0%B9%80%E0%B8%9F%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%84%E0%B8%A3%E0%B8%9A,"ขาย! คอนโด Belle Grand Rama 9 ห้องรีโนเวทใหม่ พร้อมอยู่ – วิวเมือง เฟอร์ครบ
ห้วยขวาง เขตห้วยขวาง กรุงเทพมหานคร
แผนที่ Street View
อัพเดทล่าสุดเมื่อ 27/03/2026
8,653 Views

ขาย 6,200,000 บาท 110,714 บาท/ตรม.

ประเภททรัพย์
คอนโดฯ
ที่ดิน
n/a
พื้นที่ใช้สอย
56 ตร.ม.
จำนวนห้องนอน
2 ห้องนอน
จำนวนห้องน้ำ
1 ห้องน้ำ

ที่ตั้ง
Belle Grand Rama 9 พระราม 9 ห้วยขวาง เขตห้วยขวาง กรุงเทพมหานคร
ดูตำแหน่งบนแผนที่

จำนวนที่จอดรถ
1 ที่จอดรถ
จำนวนชั้น
38 ชั้น
ตั้งอยู่ชั้น
14
โครงการ
BELLE Grand Rama 9 :: เบ็ล แกรนด์ พระราม 9
เฟอร์นิเจอร์ที่มีในอาคาร
วอลเปเปอร์, ผ้าม่าน, เครื่องปรับอากาศ, เครื่องทำน้ำอุ่น, ชุดครัว, ตู้เสื้อผ้า, เตียง, โซฟา, ตู้เย็น, โทรทัศน์, เครื่องทำน้ำร้อน
จุดเด่น
เฟอร์นิเจอร์ครบชุด, พร้อมอยู่ไม่ต้องซ่อม, บิวท์อินตู้เสื้อผ้า/ชุดครัว, วัสดุเกรด A

ขาย! คอนโด Belle Grand Rama 9 ห้องรีโนเวทใหม่ พร้อมอยู่ – วิวเมือง เฟอร์ครบ

ขนาด 56.24 ตร.ม. | 2 ห้องนอน 1 ห้องน้ำ | ชั้น 14 อาคาร A

✅ รีโนเวทใหม่ทั้งห้อง: วอลเปเปอร์ใหม่ + ทาสีใหม่ทั้งห้อง
✅ เฟอร์นิเจอร์ครบ พร้อมเข้าอยู่ทันที
✅ วิวเมือง ทิศตะวันตกเฉียงเหนือ ลมดี ไม่ร้อน
✅ เดินเพียงไม่กี่นาทีถึง MRT พระราม 9, เซ็นทรัลพระราม 9, ฟอร์จูน
✅ โครงการมีที่จอดรถ, สระว่ายน้ำ, ฟิตเนส, ระบบรักษาความปลอดภัย 24 ชม.

ราคาพิเศษ 6,200,000 บาท รับเน็ต
✨ เจ้าของขายเอง พร้อมโอน
???? เปิดรับนายหน้า (Agent welcome)

???? สนใจติดต่อ: แตน
☎️ 081-921-0852
???? LINE ID: taktansiriwan

???? นัดดูห้องได้ทุกวัน กรุณานัดล่วงหน้า
ย่อรายละเอียด
ทรัพย์นี้ยังว่างอยู่ไหม?
ลดราคาได้ไหม?
ขอดูรูปเพิ่ม

ขาย! คอนโด Belle Grand Rama 9 ห้องรีโนเวทใหม่ พร้อมอยู่ – วิวเมือง เฟอร์ครบ

ขนาด 56.24 ตร.ม. | 2 ห้องนอน 1 ห้องน้ำ | ชั้น 14 อาคาร A

✅ รีโนเวทใหม่ทั้งห้อง: วอลเปเปอร์ใหม่ + ทาสีใหม่ทั้งห้อง
✅ เฟอร์นิเจอร์ครบ พร้อมเข้าอยู่ทันที
✅ วิวเมือง ทิศตะวันตกเฉียงเหนือ ลมดี ไม่ร้อน
✅ เดินเพียงไม่กี่นาทีถึง MRT พระราม 9, เซ็นทรัลพระราม 9, ฟอร์จูน
✅ โครงการมีที่จอดรถ, สระว่ายน้ำ, ฟิตเนส, ระบบรักษาความปลอดภัย 24 ชม.

ราคาพิเศษ 6,200,000 บาท รับเน็ต
✨ เจ้าของขายเอง พร้อมโอน
???? เปิดรับนายหน้า (Agent welcome)

???? สนใจติดต่อ: แตน
☎️ 081-921-0852
???? LINE ID: taktansiriwan

???? นัดดูห้องได้ทุกวัน กรุณานัดล่วงหน้า"
https://www.terrabkk.com/freepost/show/423700/%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B9%80%E0%B8%94%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7-2%E0%B8%8A%E0%B8%B1%E0%B9%89%E0%B8%99-72%E0%B8%95%E0%B8%A3%E0%B8%A7-%E0%B8%A5%E0%B8%B2%E0%B8%94%E0%B8%9E%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%A735-%E0%B9%81%E0%B8%A2%E0%B8%816-1,"ขายบ้านมือสอง บ้านเดี่ยว 2ชั้น 72ตรว. ลาดพร้าว35 แยก6-1
จันทรเกษม เขตจตุจักร กรุงเทพมหานคร
แผนที่ Street View
อัพเดทล่าสุดเมื่อ 03/11/2023
1,364 Views

ขาย 11,800,000 บาท

ประเภททรัพย์
บ้านเดี่ยว
ที่ดิน
72 ตร.ว.
พื้นที่ใช้สอย
290 ตร.ม.
จำนวนห้องนอน
5 ห้องนอน
จำนวนห้องน้ำ
5 ห้องน้ำ

ที่ตั้ง
67/46 ลาดพร้าว35 แยก6-1 จันทรเกษม เขตจตุจักร กรุงเทพมหานคร
ดูตำแหน่งบนแผนที่

จำนวนห้องแม่บ้าน
1 ห้อง
จำนวนที่จอดรถ
4 ที่จอดรถ
จำนวนชั้น
2 ชั้น
เฟอร์นิเจอร์ที่มีในอาคาร
ผ้าม่าน, เครื่องปรับอากาศ, เครื่องทำน้ำอุ่น, ชุดครัว, ตู้เสื้อผ้า, เตียง, ตู้เย็น, โทรทัศน์, โทรศัพท์, อินเตอร์เนต(wifi)
จุดเด่น
บิวท์อินตู้เสื้อผ้า/ชุดครัว, วัสดุเกรด A

ขอรายละเอียดเพิ่มเติม
ทรัพย์นี้ยังว่างอยู่ไหม?
ลดราคาได้ไหม?
ขอดูรูปเพิ่ม"
https://www.terrabkk.com/freepost/show/649552/%E0%B9%83%E0%B8%AB%E0%B9%89%E0%B9%80%E0%B8%8A%E0%B9%88%E0%B8%B2%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94-amanta-%E0%B8%AD%E0%B8%A1%E0%B8%B1%E0%B8%99%E0%B8%95%E0%B8%B2-%E0%B8%A3%E0%B8%B1%E0%B8%8A%E0%B8%94%E0%B8%B2-85-%E0%B8%95%E0%B8%A3%E0%B8%A1-2-%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%99%E0%B8%AD%E0%B8%99-%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%A1%E0%B8%B8%E0%B8%A1-%E0%B9%83%E0%B8%81%E0%B8%A5%E0%B9%89-mrt,"ให้เช่าคอนโด Amanta อมันตา รัชดา 85 ตรม 2 ห้องนอน ห้องมุม ใกล้ MRT
ดินแดง เขตดินแดง กรุงเทพมหานคร
แผนที่ Street View
อัพเดทล่าสุดเมื่อ 08/12/2019
256 Views

เช่า 35,000 บาท/เดือน

ประเภททรัพย์
คอนโดฯ
ที่ดิน
n/a
พื้นที่ใช้สอย
85 ตร.ม.
จำนวนห้องนอน
2 ห้องนอน
จำนวนห้องน้ำ
2 ห้องน้ำ

ที่ตั้ง
77 รัชดาภิเษก ดินแดง เขตดินแดง กรุงเทพมหานคร
ดูตำแหน่งบนแผนที่

จำนวนที่จอดรถ
1 ที่จอดรถ
จำนวนชั้น
7 ชั้น
เฟอร์นิเจอร์ที่มีในอาคาร
ผ้าม่าน, เครื่องปรับอากาศ, เครื่องทำน้ำอุ่น, ชุดครัว, ตู้เสื้อผ้า, เตียง, โซฟา, ตู้เย็น, โทรทัศน์, เครื่องทำน้ำร้อน
จุดเด่น
ห้องมุม/แปลงมุม, วิวสระว่ายน้ำ, เฟอร์นิเจอร์ครบชุด, พร้อมอยู่ไม่ต้องซ่อม, บิวท์อินตู้เสื้อผ้า/ชุดครัว

ขอรายละเอียดเพิ่มเติม
ทรัพย์นี้ยังว่างอยู่ไหม?
ลดราคาได้ไหม?
ขอดูรูปเพิ่ม

บ้านหลังนี้อยู่ในโครงการ
อมันตา รัชดา
ประเภททรัพย์สิน
คอนโดฯ
จำนวนยูนิต
n/a
รายละเอียดโครงการ"
https://www.terrabkk.com/freepost/show/703294/%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%8A%E0%B8%B8%E0%B8%94%E0%B8%A3%E0%B8%B1%E0%B8%8A%E0%B8%A7%E0%B8%B4%E0%B8%A0%E0%B8%B2%E0%B9%80%E0%B8%9E%E0%B8%A5%E0%B8%AA-6-%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%95%E0%B8%B5%E0%B8%97%E0%B8%B0%E0%B8%A5%E0%B8%B8-179-15-%E0%B8%95%E0%B8%A3%E0%B8%A1-%E0%B8%8B%E0%B8%AD%E0%B8%A2%E0%B8%A3%E0%B8%B1%E0%B8%8A%E0%B8%94%E0%B8%B2%E0%B8%A0%E0%B8%B4%E0%B9%80%E0%B8%A9%E0%B8%81-48%E0%B9%80%E0%B8%A2%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%87scb-park-,"ห้องชุดรัชวิภาเพลส 6 ห้องตีทะลุ 179.15 ตรม ซอยรัชดาภิเษก 48เยื้องSCB PARK
ลาดยาว เขตจตุจักร กรุงเทพมหานคร
แผนที่ Street View
อัพเดทล่าสุดเมื่อ 01/10/2024
2,520 Views

ขาย 7,900,000 บาท 44,134 บาท/ตรม.

ประเภททรัพย์
คอนโดฯ
ที่ดิน
n/a
พื้นที่ใช้สอย
179 ตร.ม.
จำนวนห้องนอน
2 ห้องนอน
จำนวนห้องน้ำ
2 ห้องน้ำ

ที่ตั้ง
รัชดาภิเษก48 รัชดาภิเษก ลาดยาว เขตจตุจักร กรุงเทพมหานคร
ดูตำแหน่งบนแผนที่

จำนวนชั้น
8 ชั้น
ตั้งอยู่ชั้น
2
โครงการ
รัชวิภาเพลส
เฟอร์นิเจอร์ที่มีในอาคาร
วอลเปเปอร์, เครื่องปรับอากาศ

ขอรายละเอียดเพิ่มเติม
ทรัพย์นี้ยังว่างอยู่ไหม?
ลดราคาได้ไหม?
ขอดูรูปเพิ่ม"
https://www.terrabkk.com/freepost/show/741465/0398-%E0%B8%82%E0%B8%B2%E0%B8%A2%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%94%E0%B8%B4%E0%B8%99-357-%E0%B8%95%E0%B8%A3%E0%B8%A7-%E0%B8%8B-%E0%B8%9E%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B8%B2%E0%B8%81%E0%B8%B2%E0%B8%A3-44,"0398 ขายที่ดิน 357 ตรว. ซ.พัฒนาการ 44
สวนหลวง เขตสวนหลวง กรุงเทพมหานคร
แผนที่ Street View
อัพเดทล่าสุดเมื่อ 14/04/2024
2,479 Views

ขาย 28,560,000 บาท 80,000 บาท/ตร.วา

ประเภททรัพย์
ที่ดิน
ที่ดิน
357 ตร.ว.
พื้นที่ใช้สอย
n/a
จำนวนห้องนอน
n/a
จำนวนห้องน้ำ
n/a

ที่ตั้ง
1 พัฒนาการ สวนหลวง เขตสวนหลวง กรุงเทพมหานคร
ดูตำแหน่งบนแผนที่

ขอรายละเอียดเพิ่มเติม
ทรัพย์นี้ยังว่างอยู่ไหม?
ลดราคาได้ไหม?
ขอดูรูปเพิ่ม"
https://www.terrabkk.com/freepost/show/748276/0257-%E0%B8%82%E0%B8%B2%E0%B8%A2%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%94%E0%B8%B4%E0%B8%99-25-%E0%B9%84%E0%B8%A3%E0%B9%88-%E0%B8%96-%E0%B8%A3%E0%B8%B2%E0%B8%A9%E0%B8%8E%E0%B8%A3%E0%B9%8C%E0%B8%AD%E0%B8%B8%E0%B8%97%E0%B8%B4%E0%B8%A8-%E0%B9%83%E0%B8%81%E0%B8%A5%E0%B9%89%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%A3%E0%B8%96%E0%B9%84%E0%B8%9F%E0%B8%9F%E0%B9%89%E0%B8%B2%E0%B8%A1%E0%B8%B5%E0%B8%99%E0%B8%9A%E0%B8%B8%E0%B8%A3%E0%B8%B5,"0257 ขายที่ดิน 25 ไร่ ถ.ราษฎร์อุทิศ ใกล้สถานีรถไฟฟ้ามีนบุรี
มีนบุรี เขตมีนบุรี กรุงเทพมหานคร
แผนที่ Street View
อัพเดทล่าสุดเมื่อ 14/04/2024
1,212 Views

ขาย 62,500,000 บาท 6,249 บาท/ตรว.

ประเภททรัพย์
ที่ดิน
ที่ดิน
10,001 ตร.ว.
พื้นที่ใช้สอย
n/a
จำนวนห้องนอน
n/a
จำนวนห้องน้ำ
n/a

ที่ตั้ง
1 ราษฎร์อุทิศ มีนบุรี เขตมีนบุรี กรุงเทพมหานคร
ดูตำแหน่งบนแผนที่

ขอรายละเอียดเพิ่มเติม
ทรัพย์นี้ยังว่างอยู่ไหม?
ลดราคาได้ไหม?
ขอดูรูปเพิ่ม"
https://www.terrabkk.com/freepost/show/784821/%E0%B8%AD%E0%B8%B2%E0%B8%84%E0%B8%B2%E0%B8%A3%E0%B8%9E%E0%B8%B2%E0%B8%93%E0%B8%B4%E0%B8%8A%E0%B8%A2%E0%B9%8C-40-%E0%B8%95%E0%B8%A3%E0%B8%A7-,"อาคารพาณิชย์ 40 ตรว.
บางแคเหนือ เขตบางแค กรุงเทพมหานคร
แผนที่ Street View
อัพเดทล่าสุดเมื่อ 01/01/2025
1,429 Views

ขาย 5,200,000 บาท
เช่า 14,000 บาท/เดือน

ประเภททรัพย์
โกดัง
ที่ดิน
40 ตร.ว.
พื้นที่ใช้สอย
280 ตร.ม.
จำนวนห้องนอน
n/a
จำนวนห้องน้ำ
n/a

ที่ตั้ง
413 พุทธมณฑล สาย 2 บางแคเหนือ เขตบางแค กรุงเทพมหานคร
ดูตำแหน่งบนแผนที่

จำนวนชั้น
3 ชั้น
เฟอร์นิเจอร์ที่มีในอาคาร
เครื่องปรับอากาศ

ขอรายละเอียดเพิ่มเติม
ทรัพย์นี้ยังว่างอยู่ไหม?
ลดราคาได้ไหม?
ขอดูรูปเพิ่ม"
https://www.terrabkk.com/freepost/show/789755/%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B9%80%E0%B8%94%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7-2-%E0%B8%8A%E0%B8%B1%E0%B9%89%E0%B8%99-72-%E0%B8%95%E0%B8%A3%E0%B8%A7-%E0%B8%A5%E0%B8%B2%E0%B8%94%E0%B8%9E%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%A735-5-%E0%B8%99%E0%B8%AD%E0%B8%99-5-%E0%B8%99%E0%B9%89%E0%B8%B3-%E0%B8%88%E0%B8%AD%E0%B8%94%E0%B8%A3%E0%B8%96-4-%E0%B8%84%E0%B8%B1%E0%B8%99-%E0%B8%96%E0%B8%A1%E0%B8%AA%E0%B8%B9%E0%B8%87-%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B9%84%E0%B8%A1%E0%B9%88%E0%B8%97%E0%B9%88%E0%B8%A7%E0%B8%A1-11-8-%E0%B8%A5%E0%B9%89%E0%B8%B2%E0%B8%99,"ขายบ้านมือสอง บ้านเดี่ยว 2 ชั้น 72 ตรว. ลาดพร้าว35 5 นอน 5 น้ำ จอดรถ 4 คัน ถมสูง น้ำไม่ท่วม 11.8 ล้าน
จันทรเกษม เขตจตุจักร กรุงเทพมหานคร
แผนที่ Street View
อัพเดทล่าสุดเมื่อ 03/11/2023
2,548 Views

ขาย 11,800,000 บาท

ประเภททรัพย์
บ้านเดี่ยว
ที่ดิน
72 ตร.ว.
พื้นที่ใช้สอย
290 ตร.ม.
จำนวนห้องนอน
5 ห้องนอน
จำนวนห้องน้ำ
5 ห้องน้ำ

ที่ตั้ง
67/46 ลาดพร้าว 35 จันทรเกษม เขตจตุจักร กรุงเทพมหานคร
ดูตำแหน่งบนแผนที่

จำนวนห้องแม่บ้าน
1 ห้อง
จำนวนที่จอดรถ
4 ที่จอดรถ
จำนวนชั้น
2 ชั้น
ตั้งอยู่ชั้น
2
เฟอร์นิเจอร์ที่มีในอาคาร
ผ้าม่าน, เครื่องปรับอากาศ, เครื่องทำน้ำอุ่น, ชุดครัว, ตู้เสื้อผ้า, เครื่องทำน้ำร้อน, อินเตอร์เนต(wifi)
จุดเด่น
บิวท์อินตู้เสื้อผ้า/ชุดครัว, วัสดุเกรด A

ขอรายละเอียดเพิ่มเติม
ทรัพย์นี้ยังว่างอยู่ไหม?
ลดราคาได้ไหม?
ขอดูรูปเพิ่ม"
https://www.terrabkk.com/freepost/show/792685/%E0%B8%82%E0%B8%B2%E0%B8%A2%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%94%E0%B8%B4%E0%B8%99-%E0%B9%80%E0%B8%AD%E0%B8%81%E0%B8%A1%E0%B8%B1%E0%B8%A2%E0%B8%8B%E0%B8%AD%E0%B8%A24-%E0%B8%9E%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%A1%E0%B8%AA%E0%B8%B4%E0%B9%88%E0%B8%87%E0%B8%9B%E0%B8%A5%E0%B8%B9%E0%B8%81%E0%B8%AA%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%87-511-%E0%B8%95%E0%B8%A3-%E0%B8%A7%E0%B8%B2-%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%B8%E0%B8%A1%E0%B8%A7%E0%B8%B4%E0%B8%9763,"ขายที่ดิน เอกมัยซอย4 พร้อมสิ่งปลูกสร้าง 511 ตร.วา สุขุมวิท63
พระโขนงเหนือ เขตวัฒนา กรุงเทพมหานคร
แผนที่ Street View
อัพเดทล่าสุดเมื่อ 12/11/2021
541 Views

ขาย 511,000,000 บาท 1,000,000 บาท/ตรว.

ประเภททรัพย์
ที่ดิน
ที่ดิน
511 ตร.ว.
พื้นที่ใช้สอย
n/a
จำนวนห้องนอน
n/a
จำนวนห้องน้ำ
n/a

ที่ตั้ง
สุขุมวิท63 พระโขนงเหนือ เขตวัฒนา กรุงเทพมหานคร
ดูตำแหน่งบนแผนที่

ขายที่ดิน เอกมัยซอย4 พร้อมสิ่งปลูกสร้าง 511 ตร.วา
ซอยพาสนา1 เอกมัยซอย4 ถนนสุขุมวิท 63
แขวงพระโขนงเหนือ เขตวัฒนา กรุงเทพฯ 10110

ราคาขายยกแปลง 511,000,000 บาท
*ราคาขายตร.วาะ 1,000,000 บาท/ตร.วา

ขนาดที่ดิน : 1-1-11 ไร่ (511 ตร.วา)
พื้นที่ใช้สอยที่ดิน 2,044 ตร.ม.
หน้ากว้าง x ลึก : 33.5 เมตร x 61 เมตร
ถนนซอยกว้างประมาณ 6 เมตร

ที่ดินโซนสี : สีน้ำตาล (ที่ดินประเภทที่อยู่อาศัยหนาแน่นมาก)
*ที่ดินประเภท ย.๑๐ บริเวณ ย.๑๐-๘
*อัตราส่วนพื้นที่อาคารรวมต่อพื้นที่ดิน (FAR.): 8
*อัตราส่วนของที่ว่างต่อพื้นที่อาคารรวม (OSR.): 4
*สร้างตึกได้ 8 ชั้น สูงไม่เกิน 23 เมตร

สิ่งปลูกสร้างในที่ดิน
บ้านสองชั้น 1 หลัง และอาคารขนาดใหญ่ 2 หลัง
โดยรอบเป็นบริษัท คาเฟ่ ร้านอาหารและบ้านพักอาศัย

เหมาะทำ
โรงแรม อพาร์ทเม้นท์ โรงเรียน
สำนักงานให้เช่า บ้านพักอาศัย
คลีนิค สปา

จากถนนสุขุมวิท 63 เข้าซอยเอกมัย4 เพียง 240 เมตร
ห่างจาก BTS สถานี เอกมัย 800 เมตร

สถานที่ใกล้เคียง
ที่ดินอยู่ตรงข้ามกับบริษัท คอมโพแม็ก จำกัด Compomax
ใกล้ Neobiotech(Thailand) Co.,Ltd., Lotus Sleep Studio Ekkamai
Omazz Flagship Gallary Ekkamai, BBC Bangkok Business Center,
โรงแรมตองเก้า Tongkao Hotel, MARU EKKAMAI2,
อาคารสรชัย Sorachai Building, Goodrich Gallary,
Embassy of Brunei, Kid’s Academy International School,
ใกล้ BTS สถานีเอกมัย, วัดธาตุทอง,
บริษัท สุขุมวิท ฮอนด้า ออโตโมบิล จำกัด,
สถานีขนส่งผู้โดยสารกรุงเทพ(เอกมัย), Gateway เอกมัย, UNESCO
ท้องฟ้าจำลองกรุงเทพ - Bangkok Planetarium

รายละเอียดเพิ่มเติมคลิ๊ก:
https://thaitopproperty.com/96038.html

สนใจติดต่อ
K.หนึ่ง (Nueng)
Mobile : 092-789-3539
Line ID: 0907894941
http://www.ThaiTopProperty.com
FB: @thaitoppropertywebsite
ย่อรายละเอียด
ทรัพย์นี้ยังว่างอยู่ไหม?
ลดราคาได้ไหม?
ขอดูรูปเพิ่ม

ขายที่ดิน เอกมัยซอย4 พร้อมสิ่งปลูกสร้าง 511 ตร.วา
ซอยพาสนา1 เอกมัยซอย4 ถนนสุขุมวิท 63
แขวงพระโขนงเหนือ เขตวัฒนา กรุงเทพฯ 10110

ราคาขายยกแปลง 511,000,000 บาท
*ราคาขายตร.วาะ 1,000,000 บาท/ตร.วา

ขนาดที่ดิน : 1-1-11 ไร่ (511 ตร.วา)
พื้นที่ใช้สอยที่ดิน 2,044 ตร.ม.
หน้ากว้าง x ลึก : 33.5 เมตร x 61 เมตร
ถนนซอยกว้างประมาณ 6 เมตร

ที่ดินโซนสี : สีน้ำตาล (ที่ดินประเภทที่อยู่อาศัยหนาแน่นมาก)
*ที่ดินประเภท ย.๑๐ บริเวณ ย.๑๐-๘
*อัตราส่วนพื้นที่อาคารรวมต่อพื้นที่ดิน (FAR.): 8
*อัตราส่วนของที่ว่างต่อพื้นที่อาคารรวม (OSR.): 4
*สร้างตึกได้ 8 ชั้น สูงไม่เกิน 23 เมตร

สิ่งปลูกสร้างในที่ดิน
บ้านสองชั้น 1 หลัง และอาคารขนาดใหญ่ 2 หลัง
โดยรอบเป็นบริษัท คาเฟ่ ร้านอาหารและบ้านพักอาศัย

เหมาะทำ
โรงแรม อพาร์ทเม้นท์ โรงเรียน
สำนักงานให้เช่า บ้านพักอาศัย
คลีนิค สปา

จากถนนสุขุมวิท 63 เข้าซอยเอกมัย4 เพียง 240 เมตร
ห่างจาก BTS สถานี เอกมัย 800 เมตร

สถานที่ใกล้เคียง
ที่ดินอยู่ตรงข้ามกับบริษัท คอมโพแม็ก จำกัด Compomax
ใกล้ Neobiotech(Thailand) Co.,Ltd., Lotus Sleep Studio Ekkamai
Omazz Flagship Gallary Ekkamai, BBC Bangkok Business Center,
โรงแรมตองเก้า Tongkao Hotel, MARU EKKAMAI2,
อาคารสรชัย Sorachai Building, Goodrich Gallary,
Embassy of Brunei, Kid’s Academy International School,
ใกล้ BTS สถานีเอกมัย, วัดธาตุทอง,
บริษัท สุขุมวิท ฮอนด้า ออโตโมบิล จำกัด,
สถานีขนส่งผู้โดยสารกรุงเทพ(เอกมัย), Gateway เอกมัย, UNESCO
ท้องฟ้าจำลองกรุงเทพ - Bangkok Planetarium

รายละเอียดเพิ่มเติมคลิ๊ก:
https://thaitopproperty.com/96038.html

สนใจติดต่อ
K.หนึ่ง (Nueng)
Mobile : 092-789-3539
Line ID: 0907894941
http://www.ThaiTopProperty.com
FB: @thaitoppropertywebsite"
https://www.terrabkk.com/freepost/show/797480/%E0%B8%97%E0%B8%B2%E0%B8%A7%E0%B8%99%E0%B9%8C%E0%B9%82%E0%B8%AE%E0%B8%A1%E0%B9%83%E0%B8%AB%E0%B9%89%E0%B9%80%E0%B8%8A%E0%B9%88%E0%B8%B2-3-5-%E0%B8%8A%E0%B8%B1%E0%B9%89%E0%B8%99-193-%E0%B8%95%E0%B8%A3%E0%B8%A1-%E0%B8%95%E0%B8%81%E0%B9%81%E0%B8%95%E0%B9%88%E0%B8%87%E0%B8%9E%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%A1%E0%B8%AD%E0%B8%A2%E0%B8%B9%E0%B9%88-33-000-%E0%B8%9A%E0%B8%B2%E0%B8%97-%E0%B9%80%E0%B8%94%E0%B8%B7%E0%B8%AD%E0%B8%99-%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%81%E0%B8%A5%E0%B8%B2%E0%B8%87%E0%B9%80%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%87%E0%B8%A7%E0%B8%B4%E0%B8%A0%E0%B8%B2%E0%B8%A7%E0%B8%94%E0%B8%B5,"ทาวน์โฮมให้เช่า 3.5 ชั้น 193 ตรม. ตกแต่งพร้อมอยู่ 33,000 บาท/เดือน บ้านกลางเมืองวิภาวดี
ตลาดบางเขน เขตหลักสี่ กรุงเทพมหานคร
แผนที่ Street View
อัพเดทล่าสุดเมื่อ 08/09/2025
1,130 Views

เช่า 33,000 บาท/เดือน

ประเภททรัพย์
ทาวน์เฮ้าส์
ที่ดิน
20 ตร.ว.
พื้นที่ใช้สอย
193 ตร.ม.
จำนวนห้องนอน
3 ห้องนอน
จำนวนห้องน้ำ
4 ห้องน้ำ

ที่ตั้ง
9/14 วิภาวดี 64 แยก13 ตลาดบางเขน เขตหลักสี่ กรุงเทพมหานคร
ดูตำแหน่งบนแผนที่

จำนวนที่จอดรถ
2 ที่จอดรถ
จำนวนชั้น
4 ชั้น
เฟอร์นิเจอร์ที่มีในอาคาร
วอลเปเปอร์, ผ้าม่าน, เครื่องปรับอากาศ, เครื่องทำน้ำอุ่น, ชุดครัว, ตู้เสื้อผ้า, เตียง, โซฟา, ตู้เย็น, โทรทัศน์, อินเตอร์เนต(wifi)
จุดเด่น
เฟอร์นิเจอร์ครบชุด, วัสดุเกรด A

ขอรายละเอียดเพิ่มเติม
ทรัพย์นี้ยังว่างอยู่ไหม?
ลดราคาได้ไหม?
ขอดูรูปเพิ่ม"
